ExceptionError,FileName,ImageBase,ImageSize,EpAddress,LinkerVersion,TimeDateStamp,ExportRVA,ExportSize,NumberOfExFunctions,NumberOfImFunctions,ResourceSize,HasResources,HasRelocations,DebugRVA,DebugSize,HasDebug,HasTls,IATRVA,ImageVersion,OSVersion,StackReserveSize,Dll,NumberOfSections
0,be5de6f2370b524923fdf4f04def046ec87f5904,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,80.0,1.0,0.0,912.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,bootok.exe,16777216.0,16384.0,3422617582.0,7.0,998081891.0,0.0,0.0,0.0,18.0,1032.0,1.0,0.0,4208.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,bootvrfy.exe,16777216.0,16384.0,3422617582.0,7.0,998081891.0,0.0,0.0,0.0,29.0,1032.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,c05baaf10409f818e228aae7eef2782b29b23173,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,c416a591ee5f2a9499f6daf4b70340a0734ef274,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,80.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,c7af78acd0de36923a1ffe78651ebfdee9a0ce32,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,82.0,1.0,0.0,936.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,c948b4743a6ebf3a10cc1cfbb95205f52165e712,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,82.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,cacls.exe,16777216.0,32768.0,3422617582.0,7.0,1208112082.0,0.0,0.0,0.0,71.0,4784.0,1.0,0.0,4400.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,cb32.exe,4194304.0,12288.0,3422617582.0,7.0,998081348.0,0.0,0.0,0.0,4.0,1184.0,1.0,0.0,4128.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,2.0
0,chkdsk.exe,16777216.0,24576.0,3422617582.0,7.0,998081568.0,0.0,0.0,0.0,76.0,984.0,1.0,0.0,4448.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,chkntfs.exe,16777216.0,24576.0,3422617582.0,7.0,998081569.0,0.0,0.0,0.0,87.0,1008.0,1.0,0.0,4480.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,cidaemon.exe,16777216.0,20480.0,3422617582.0,7.0,998081772.0,0.0,0.0,0.0,47.0,1024.0,1.0,0.0,4320.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,cisvc.exe,16777216.0,16384.0,3422617582.0,7.0,1208112224.0,0.0,0.0,0.0,27.0,992.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,ckcnv.exe,16777216.0,20480.0,3422617582.0,7.0,998081624.0,0.0,0.0,0.0,42.0,992.0,1.0,0.0,4304.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,cliconfg.exe,16777216.0,20480.0,3422617582.0,7.0,1208111541.0,0.0,0.0,0.0,52.0,2416.0,1.0,0.0,4336.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,cmdl32.exe,16777216.0,36864.0,3422617582.0,7.0,1208113012.0,0.0,0.0,0.0,142.0,2568.0,1.0,0.0,4704.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,comp.exe,16777216.0,28672.0,3422617582.0,7.0,998081570.0,0.0,0.0,0.0,104.0,976.0,1.0,0.0,4544.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,compact.exe,16777216.0,40960.0,3422617582.0,7.0,998081571.0,0.0,0.0,0.0,57.0,6064.0,1.0,0.0,4368.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,comrepl.exe,4194304.0,20480.0,3422617582.0,7.0,1180989265.0,0.0,0.0,0.0,59.0,1032.0,1.0,0.0,4368.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,comrereg.exe,4194304.0,16384.0,3422617582.0,7.0,1180989259.0,0.0,0.0,0.0,34.0,1032.0,1.0,0.0,4256.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,conime.exe,16777216.0,36864.0,3422617582.0,7.0,1208111892.0,0.0,0.0,0.0,98.0,2736.0,1.0,0.0,4528.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,control.exe,16777216.0,16384.0,3422617582.0,7.0,998081499.0,0.0,0.0,0.0,28.0,1112.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,2.0
0,convert.exe,16777216.0,24576.0,3422617582.0,7.0,998081571.0,0.0,0.0,0.0,95.0,1008.0,1.0,0.0,4528.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,csrss.exe,1248329728.0,20480.0,3422617582.0,7.0,1208111649.0,0.0,0.0,0.0,12.0,1008.0,1.0,1.0,4160.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,0.0,4.0
0,ctfmon.exe,4194304.0,24576.0,3422617582.0,7.0,1208111958.0,0.0,0.0,0.0,80.0,2160.0,1.0,0.0,4448.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,d1f0943f965012e67bafea0cd52b05f6080dcf9e,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,948.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,d3303e5d4dd3642edcc549325de332dbb6d0a783,1885143040.0,69632.0,3422617582.0,2.0,1405441399.0,28672.0,304.0,4.0,42.0,1240.0,1.0,1.0,0.0,0.0,0.0,1.0,33004.0,1.0,4.0,2097152.0,0.0,12.0
0,d753750cb73b25d5ff35d07bf59105c6ce4a6a4a,1962672128.0,69632.0,3422617582.0,2.0,1405441365.0,28672.0,248.0,7.0,42.0,896.0,1.0,1.0,0.0,0.0,0.0,1.0,33028.0,1.0,4.0,2097152.0,0.0,12.0
0,d8aeab2d2f651a11aedda3add1525c64e9fcc4c0,1886781440.0,69632.0,3422617582.0,2.0,1405441399.0,28672.0,364.0,11.0,43.0,904.0,1.0,1.0,0.0,0.0,0.0,1.0,33032.0,1.0,4.0,2097152.0,0.0,12.0
0,da32933101804a858a3243c1c53b288ed2539ac3,1793327104.0,32768.0,3422617582.0,2.0,1405441282.0,12288.0,88.0,2.0,1.0,884.0,1.0,1.0,0.0,0.0,0.0,0.0,16432.0,1.0,4.0,2097152.0,0.0,7.0
0,da7a69abde8dde55f3bf4465e55804956fece80f,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,dbfd097324b622e6b364e1d15f8e87adaa553e46,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,80.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,dc1bcfd6fdf40b2fe85e7c6b3133f1fdde6dc7c9,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,dca1d9bedc0c0034b94184ac8d1089794f9ca5d3,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,80.0,1.0,0.0,920.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,dcomcnfg.exe,4194304.0,16384.0,3422617582.0,7.0,1180989267.0,0.0,0.0,0.0,34.0,1040.0,1.0,0.0,4256.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dd4a016a724529195f0a48e24c52f9a954da182a,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,81.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,ddeshare.exe,16777216.0,45056.0,3422617582.0,7.0,1208111917.0,0.0,0.0,0.0,111.0,11432.0,1.0,0.0,4560.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,de0f2ab47060adf9cfa0820f449873367eda8f3c,1869873152.0,24576.0,3422617582.0,2.0,1405441237.0,8192.0,53.0,0.0,-1.0,6068.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,defrag.exe,16777216.0,36864.0,3422617582.0,7.0,1208111627.0,0.0,0.0,0.0,111.0,1080.0,1.0,0.0,4576.0,28.0,1.0,0.0,4096.0,5.0,5.0,1048576.0,32768.0,3.0
0,dfa11c302c08b5151ad1f1cac872f35ef70272f2,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,80.0,1.0,0.0,928.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,diskperf.exe,16777216.0,28672.0,3422617582.0,7.0,998081891.0,0.0,0.0,0.0,63.0,6888.0,1.0,0.0,4384.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dllhost.exe,16777216.0,16384.0,3422617582.0,7.0,1208111461.0,0.0,0.0,0.0,33.0,984.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dllhst3g.exe,16777216.0,16384.0,3422617582.0,7.0,998081333.0,0.0,0.0,0.0,26.0,984.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dmremote.exe,16777216.0,28672.0,3422617582.0,7.0,1208112293.0,0.0,0.0,0.0,34.0,928.0,1.0,0.0,4272.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,doskey.exe,16777216.0,20480.0,3422617582.0,7.0,998081587.0,0.0,0.0,0.0,74.0,992.0,1.0,0.0,4432.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dplaysvr.exe,16777216.0,40960.0,3422617582.0,7.0,1208111585.0,0.0,0.0,0.0,88.0,1024.0,1.0,0.0,4480.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dpnsvr.exe,16777216.0,28672.0,3422617582.0,7.0,1208111586.0,0.0,0.0,0.0,80.0,1016.0,1.0,0.0,4448.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
2,,,,,,,,,,,,,,,,,,,,,,,
0,dumprep.exe,16777216.0,20480.0,3422617582.0,7.0,1208111799.0,0.0,0.0,0.0,59.0,1040.0,1.0,0.0,4352.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,dvdupgrd.exe,16777216.0,28672.0,3422617582.0,7.0,1208111685.0,0.0,0.0,0.0,81.0,1224.0,1.0,0.0,4464.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,e1c7b29e7178b93008fdf747f648cb1e9ccbee6c,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e27d3560f80cba9f8c0f889ee0450b974d3ab227,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,80.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e350827ffe7bbaea6ce46db6f9dd6feaab709b59,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,80.0,1.0,0.0,924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e4b2c1e63de0fd064e0df48ac28bcabe2b7eb270,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e746a56180b0bf91a62432e7d9bff6611790d822,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e768719ed9e7bedc2d14d058beab39fef65f83fc,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e76e3811aa927ce2fdbbb10822f14de8e55998dd,1728839680.0,36864.0,3422617582.0,2.0,1405441237.0,8192.0,52.0,0.0,-1.0,17868.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e834f38b327addf2c890a9e18c8ed1fc9745d28e,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e8364fbcc4c64796e74921ccc88dc77d73f37e47,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,e8439520acd39c54ab1486af23d1ef7285de56e9,1898512384.0,24576.0,3422617582.0,2.0,1405441272.0,8192.0,1423.0,24.0,3.0,880.0,1.0,1.0,0.0,0.0,0.0,0.0,12344.0,1.0,4.0,2097152.0,0.0,5.0
0,e84724a61223dc85deb77a7a3de94a8fe979bebd,65536.0,49152.0,3422617582.0,2.0,1405441589.0,24576.0,638.0,22.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28752.0,1.0,4.0,2097152.0,0.0,8.0
0,e8dfc7c639118035f263fbc0e10ab11998100ec9,1899495424.0,20480.0,3422617582.0,2.0,1405441272.0,8192.0,157.0,2.0,-1.0,1252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,ebdfefe3f30bccbe6332b790ed187292521ae459,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,81.0,1.0,0.0,928.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,ec4732fe08b804c92db75693cf1765e16348204b,1893728256.0,69632.0,3422617582.0,2.0,1405441394.0,28672.0,626.0,22.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33032.0,1.0,4.0,2097152.0,0.0,11.0
0,ed9337f95ff407c41f24fb187422bd8262b0e6f0,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,eventvwr.exe,16777216.0,16384.0,3422617582.0,7.0,998081436.0,0.0,0.0,0.0,48.0,2960.0,1.0,0.0,4320.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,expand.exe,16777216.0,28672.0,3422617582.0,7.0,998081724.0,0.0,0.0,0.0,60.0,4400.0,1.0,0.0,4384.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,extrac32.exe,16777216.0,36864.0,3422617582.0,7.0,1208111774.0,0.0,0.0,0.0,89.0,1296.0,1.0,0.0,4480.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,f06798e574c1f14b7e4e2462eae4eb73ff7d5408,1900609536.0,20480.0,3422617582.0,2.0,1405441238.0,8192.0,2299.0,36.0,-1.0,864.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,f0b84c430ddb9df9ea62d62c38389000e4bd9391,1898315776.0,65536.0,3422617582.0,2.0,1405441390.0,28672.0,324.0,10.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33040.0,1.0,4.0,2097152.0,0.0,11.0
0,f1f94ff162d6970fd3f9b5e43237c8e57fe2a08f,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,f2aa920f767d559e187fa291f187a2478db26bef,4194304.0,61440.0,3422617582.0,2.0,1405441353.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28984.0,1.0,4.0,2097152.0,0.0,9.0
0,f5190ac2415d18ab70d9c736d3761ce8a7ee2b9c,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,82.0,1.0,0.0,932.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,f778ba0e95644dad452d8f138a4cb918dfc46d14,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,79.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,f915862894287a9d98c35a28d14c1fff0afd66c5,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,fc.exe,16777216.0,24576.0,3422617582.0,7.0,998081591.0,0.0,0.0,0.0,99.0,984.0,1.0,0.0,4528.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,fcb03386311ac54a99301899757cf0e64e5d3931,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,80.0,1.0,0.0,968.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,fd6554fce9b61c21f5535f0ef460548809bbf4f4,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,fe0f0ffbdd0bf09fb7e5817d67b65948421890c0,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,80.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,find.exe,16777216.0,20480.0,3422617582.0,7.0,998081592.0,0.0,0.0,0.0,74.0,992.0,1.0,0.0,4432.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,findstr.exe,16777216.0,45056.0,3422617582.0,7.0,1208111629.0,0.0,0.0,0.0,93.0,7440.0,1.0,0.0,4496.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,finger.exe,16777216.0,20480.0,3422617582.0,7.0,998081824.0,0.0,0.0,0.0,38.0,4288.0,1.0,0.0,4288.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,fixmapi.exe,16777216.0,12288.0,3422617582.0,7.0,998081231.0,0.0,0.0,0.0,6.0,1000.0,1.0,0.0,4128.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,2.0
0,fltMc.exe,16777216.0,32768.0,3422617582.0,7.0,1208111578.0,0.0,0.0,0.0,60.0,11720.0,1.0,0.0,4352.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,fontview.exe,16777216.0,28672.0,3422617582.0,7.0,1208111813.0,0.0,0.0,0.0,110.0,3568.0,1.0,0.0,4576.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,forcedos.exe,16777216.0,16384.0,3422617582.0,7.0,1208111832.0,0.0,0.0,0.0,34.0,2296.0,1.0,0.0,4272.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
2,,,,,,,,,,,,,,,,,,,,,,,
0,help.exe,16777216.0,24576.0,3422617582.0,7.0,1208111630.0,0.0,0.0,0.0,45.0,10320.0,1.0,0.0,4288.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,hh.exe,16777216.0,20480.0,3422617582.0,7.0,1117068219.0,0.0,0.0,0.0,33.0,6040.0,1.0,0.0,4272.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,hostname.exe,16777216.0,16384.0,3422617582.0,7.0,998081824.0,0.0,0.0,0.0,26.0,4080.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,hypertrm.exe,16777216.0,40960.0,3422617582.0,7.0,998081577.0,0.0,0.0,0.0,19.0,24896.0,1.0,0.0,4208.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,icwrmind.exe,16777216.0,24576.0,3422617582.0,7.0,1208111485.0,0.0,0.0,0.0,71.0,3112.0,1.0,0.0,4416.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,33792.0,3.0
0,iedw.exe,16777216.0,28672.0,3422617582.0,7.0,1208111687.0,0.0,0.0,0.0,100.0,1720.0,1.0,0.0,4544.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,inetwiz.exe,16777216.0,20480.0,3422617582.0,7.0,1208111501.0,0.0,0.0,0.0,58.0,3792.0,1.0,0.0,4352.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,ipxroute.exe,16777216.0,32768.0,3422617582.0,7.0,1208112966.0,0.0,0.0,0.0,54.0,10280.0,1.0,0.0,4336.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,isignup.exe,16777216.0,16384.0,3422617582.0,7.0,998081326.0,0.0,0.0,0.0,20.0,2280.0,1.0,0.0,4192.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,label.exe,16777216.0,20480.0,3422617582.0,7.0,998081606.0,0.0,0.0,0.0,69.0,976.0,1.0,0.0,4416.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lights.exe,16777216.0,40960.0,3422617582.0,7.0,998081850.0,0.0,0.0,0.0,54.0,22976.0,1.0,0.0,4336.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lnkstub.exe,16777216.0,36864.0,3422617582.0,7.0,998081834.0,0.0,0.0,0.0,97.0,9544.0,1.0,0.0,4528.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lodctr.exe,16777216.0,16384.0,3422617582.0,7.0,998081888.0,0.0,0.0,0.0,28.0,992.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,logoff.exe,16777216.0,28672.0,3422617582.0,7.0,998081333.0,0.0,0.0,0.0,65.0,3264.0,1.0,0.0,4400.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lpq.exe,16777216.0,16384.0,3422617582.0,7.0,998081825.0,0.0,0.0,0.0,25.0,2168.0,1.0,0.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lpr.exe,16777216.0,20480.0,3422617582.0,7.0,998081825.0,0.0,0.0,0.0,38.0,3224.0,1.0,0.0,4288.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,lsass.exe,16777216.0,24576.0,3422617582.0,7.0,1208111494.0,0.0,0.0,0.0,42.0,6960.0,1.0,0.0,4320.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mofcomp.exe,16777216.0,28672.0,3422617582.0,7.0,1208111606.0,0.0,0.0,0.0,66.0,5368.0,1.0,0.0,4384.0,28.0,1.0,0.0,4096.0,5.0,5.0,1048576.0,32768.0,3.0
0,mountvol.exe,16777216.0,16384.0,3422617582.0,7.0,998081609.0,0.0,0.0,0.0,42.0,2680.0,1.0,0.0,4304.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mplayer2.exe,16777216.0,12288.0,3422617582.0,5.0,1027992322.0,0.0,0.0,0.0,2.0,2264.0,1.0,0.0,4112.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,0.0,2.0
0,mpnotify.exe,16777216.0,32768.0,3422617582.0,7.0,998081441.0,0.0,0.0,0.0,64.0,1064.0,1.0,0.0,4416.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mqbkup.exe,16777216.0,32768.0,3422617582.0,7.0,1208112027.0,0.0,0.0,0.0,95.0,1200.0,1.0,0.0,4496.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mqsvc.exe,16777216.0,16384.0,3422617582.0,7.0,1208111994.0,0.0,0.0,0.0,17.0,1144.0,1.0,0.0,4192.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mrinfo.exe,16777216.0,20480.0,3422617582.0,7.0,998081827.0,0.0,0.0,0.0,40.0,7624.0,1.0,0.0,4288.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,msdtc.exe,4194304.0,16384.0,3422617582.0,7.0,1180989235.0,0.0,0.0,0.0,24.0,2112.0,1.0,0.0,4224.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,msg.exe,16777216.0,36864.0,3422617582.0,7.0,998081334.0,0.0,0.0,0.0,75.0,5968.0,1.0,0.0,4432.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mshta.exe,16777216.0,40960.0,3422617582.0,7.0,1208111505.0,0.0,0.0,0.0,62.0,3512.0,1.0,0.0,4400.0,28.0,1.0,0.0,4096.0,5.0,5.0,1048576.0,32768.0,3.0
0,msoobe.exe,16777216.0,40960.0,3422617582.0,7.0,1208111765.0,0.0,0.0,0.0,16.0,25200.0,1.0,0.0,4176.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,33792.0,3.0
0,msswchx.exe,16777216.0,16384.0,3422617582.0,7.0,998081589.0,0.0,0.0,0.0,48.0,1136.0,1.0,0.0,4320.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,mstinit.exe,16777216.0,24576.0,3422617582.0,7.0,1208111541.0,0.0,0.0,0.0,75.0,1616.0,1.0,0.0,4416.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
